Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Ship Duration,Order Year,Order Month,Order Quarter
2687,CA-2017-133123,2017-09-06,2017-09-11,Standard Class,KB-16315,Karl Braun,Consumer,Thomasville,North Carolina,27360,South,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204,5,2017,9,3
2688,US-2017-128195,2017-08-04,2017-08-05,First Class,RA-19285,Ralph Arnett,Consumer,Peoria,Illinois,61604,Central,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98,1,2017,8,3
2689,CA-2016-153220,2016-11-12,2016-11-14,First Class,YC-21895,Yoseph Carroll,Corporate,Los Angeles,California,90032,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7,2,2016,11,4
2690,CA-2015-123064,2015-06-30,2015-07-02,First Class,RA-19915,Russell Applegate,Consumer,Chicago,Illinois,60653,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,5.248,2,2015,6,2
2691,CA-2018-156412,2018-12-04,2018-12-08,Standard Class,CM-12160,Charles McCrossin,Consumer,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,5.346,4,2018,12,4
2692,US-2017-144211,2017-08-28,2017-09-02,Standard Class,CS-12130,Chad Sievert,Consumer,Englewood,Colorado,80112,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,5,2017,8,3
2693,US-2017-144211,2017-08-28,2017-09-02,Standard Class,CS-12130,Chad Sievert,Consumer,Englewood,Colorado,80112,West,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,5,2017,8,3
2694,CA-2017-138079,2017-01-22,2017-01-28,Standard Class,AJ-10795,Anthony Johnson,Corporate,Seattle,Washington,98115,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",109.9,6,2017,1,1
2695,CA-2015-143182,2015-10-15,2015-10-20,Standard Class,DL-12865,Dan Lawera,Consumer,Hialeah,Florida,33012,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.384,5,2015,10,4
2696,CA-2017-161662,2017-02-07,2017-02-09,First Class,BE-11410,Bobby Elias,Consumer,Lancaster,Ohio,43130,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,30.352,2,2017,2,1
2697,CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320,Sean Miller,Home Office,Jacksonville,Florida,32216,South,TEC-MA-10003626,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,821.3,5,2015,3,1
2698,CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320,Sean Miller,Home Office,Jacksonville,Florida,32216,South,TEC-MA-10002412,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,5,2015,3,1
2699,CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320,Sean Miller,Home Office,Jacksonville,Florida,32216,South,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,21.376,5,2015,3,1
2700,CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320,Sean Miller,Home Office,Jacksonville,Florida,32216,South,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,5,2015,3,1
2701,CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320,Sean Miller,Home Office,Jacksonville,Florida,32216,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",30.768,5,2015,3,1
2702,CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320,Sean Miller,Home Office,Jacksonville,Florida,32216,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,18.936,5,2015,3,1
2703,CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320,Sean Miller,Home Office,Jacksonville,Florida,32216,South,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",122.352,5,2015,3,1
2704,CA-2015-143413,2015-05-24,2015-05-30,Standard Class,RP-19390,Resi Pölking,Consumer,Baltimore,Maryland,21215,East,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,116.28,6,2015,5,2
2705,CA-2018-156818,2018-07-11,2018-07-13,Second Class,JD-16015,Joy Daniels,Consumer,New York City,New York,10009,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,132.6,2,2018,7,3
2706,CA-2018-155873,2018-06-16,2018-06-21,Standard Class,AB-10255,Alejandro Ballentine,Home Office,Carlsbad,New Mexico,88220,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,16.68,5,2018,6,2
2707,CA-2018-155873,2018-06-16,2018-06-21,Standard Class,AB-10255,Alejandro Ballentine,Home Office,Carlsbad,New Mexico,88220,West,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,19.44,5,2018,6,2
2708,CA-2018-155873,2018-06-16,2018-06-21,Standard Class,AB-10255,Alejandro Ballentine,Home Office,Carlsbad,New Mexico,88220,West,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,192.16,5,2018,6,2
2709,CA-2016-121797,2016-01-30,2016-02-06,Standard Class,CC-12145,Charles Crestani,Consumer,Los Angeles,California,90049,West,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",227.36,7,2016,1,1
2710,CA-2016-121797,2016-01-30,2016-02-06,Standard Class,CC-12145,Charles Crestani,Consumer,Los Angeles,California,90049,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,7,2016,1,1
2711,US-2016-120572,2016-12-11,2016-12-15,Standard Class,GH-14425,Gary Hwang,Consumer,Jacksonville,Florida,32216,South,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.828,4,2016,12,4
2712,CA-2018-132430,2018-10-09,2018-10-11,First Class,CP-12085,Cathy Prescott,Corporate,Lakewood,Ohio,44107,East,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,45.888,2,2018,10,4
2713,CA-2018-146031,2018-07-29,2018-08-01,Second Class,GM-14440,Gary McGarr,Consumer,Troy,New York,12180,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,60.12,3,2018,7,3
2714,CA-2015-110100,2015-04-25,2015-04-29,Standard Class,LC-16885,Lena Creighton,Consumer,Wilmington,North Carolina,28403,South,TEC-PH-10004531,Technology,Phones,AT&T CL2909,302.376,4,2015,4,2
2715,CA-2016-103723,2016-12-01,2016-12-06,Standard Class,BT-11305,Beth Thompson,Home Office,Seattle,Washington,98105,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,13.9,5,2016,12,4
2716,CA-2015-127187,2015-12-04,2015-12-08,Standard Class,CP-12085,Cathy Prescott,Corporate,New York City,New York,10024,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,4,2015,12,4
2717,CA-2018-128475,2018-08-26,2018-09-01,Standard Class,SC-20680,Steve Carroll,Home Office,Columbus,Georgia,31907,South,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,6,2018,8,3
2718,CA-2015-100006,2015-09-07,2015-09-13,Standard Class,DK-13375,Dennis Kane,Consumer,New York City,New York,10024,East,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT,377.97,6,2015,9,3
2719,CA-2018-144827,2018-12-21,2018-12-27,Standard Class,SE-20110,Sanjit Engle,Consumer,Costa Mesa,California,92627,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",124.36,6,2018,12,4
2720,CA-2015-110030,2015-12-06,2015-12-08,Second Class,LF-17185,Luke Foster,Consumer,Houston,Texas,77095,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,2,2015,12,4
2721,CA-2015-121286,2015-11-04,2015-11-08,Second Class,ON-18715,Odella Nelson,Corporate,Cary,North Carolina,27511,South,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,4,2015,11,4
2722,CA-2015-121286,2015-11-04,2015-11-08,Second Class,ON-18715,Odella Nelson,Corporate,Cary,North Carolina,27511,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,4,2015,11,4
2723,CA-2017-164735,2017-04-14,2017-04-19,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Alexandria,Virginia,22304,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81.2,5,2017,4,2
2724,CA-2015-153479,2015-10-04,2015-10-08,Standard Class,DF-13135,David Flashing,Consumer,Vallejo,California,94591,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,14.45,4,2015,10,4
2725,CA-2015-153479,2015-10-04,2015-10-08,Standard Class,DF-13135,David Flashing,Consumer,Vallejo,California,94591,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.648,4,2015,10,4
2726,CA-2018-149888,2018-11-07,2018-11-13,Standard Class,EP-13915,Emily Phan,Consumer,Philadelphia,Pennsylvania,19120,East,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,359.97,6,2018,11,4
2727,CA-2018-149888,2018-11-07,2018-11-13,Standard Class,EP-13915,Emily Phan,Consumer,Philadelphia,Pennsylvania,19120,East,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,350.352,6,2018,11,4
2728,CA-2018-119193,2018-12-22,2018-12-24,First Class,SK-19990,Sally Knutson,Consumer,Toledo,Ohio,43615,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,1.641,2,2018,12,4
2729,CA-2018-119193,2018-12-22,2018-12-24,First Class,SK-19990,Sally Knutson,Consumer,Toledo,Ohio,43615,East,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,629.958,2,2018,12,4
2730,CA-2018-104801,2018-02-13,2018-02-19,Standard Class,FH-14350,Fred Harton,Consumer,Seattle,Washington,98105,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,6.63,6,2018,2,1
2731,CA-2018-104801,2018-02-13,2018-02-19,Standard Class,FH-14350,Fred Harton,Consumer,Seattle,Washington,98105,West,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,799.96,6,2018,2,1
2732,CA-2018-104801,2018-02-13,2018-02-19,Standard Class,FH-14350,Fred Harton,Consumer,Seattle,Washington,98105,West,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53,6,2018,2,1
2733,CA-2015-107594,2015-07-02,2015-07-06,Standard Class,EH-13945,Eric Hoffmann,Consumer,Plainfield,New Jersey,07060,East,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,4,2015,7,3
2734,CA-2015-107594,2015-07-02,2015-07-06,Standard Class,EH-13945,Eric Hoffmann,Consumer,Plainfield,New Jersey,07060,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58,4,2015,7,3
2735,CA-2016-129770,2016-02-21,2016-02-23,Second Class,JE-15715,Joe Elijah,Consumer,Las Cruces,New Mexico,88001,West,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,49.12,2,2016,2,1
2736,CA-2016-115798,2016-11-13,2016-11-19,Standard Class,KL-16645,Ken Lonsdale,Consumer,Newark,Delaware,19711,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,377.97,6,2016,11,4
2737,CA-2016-115798,2016-11-13,2016-11-19,Standard Class,KL-16645,Ken Lonsdale,Consumer,Newark,Delaware,19711,East,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",42.28,6,2016,11,4
2738,CA-2016-115798,2016-11-13,2016-11-19,Standard Class,KL-16645,Ken Lonsdale,Consumer,Newark,Delaware,19711,East,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,299.97,6,2016,11,4
2739,CA-2016-115798,2016-11-13,2016-11-19,Standard Class,KL-16645,Ken Lonsdale,Consumer,Newark,Delaware,19711,East,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98,6,2016,11,4
2740,CA-2018-122707,2018-04-16,2018-04-18,First Class,EB-13750,Edward Becker,Corporate,Hoover,Alabama,35244,South,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,477.24,2,2018,4,2
2741,CA-2018-122707,2018-04-16,2018-04-18,First Class,EB-13750,Edward Becker,Corporate,Hoover,Alabama,35244,South,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98,2,2018,4,2
2742,CA-2017-165015,2017-02-25,2017-02-27,Second Class,BD-11725,Bruce Degenhardt,Consumer,Newark,Ohio,43055,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,46.72,2,2017,2,1
2743,CA-2015-149244,2015-11-04,2015-11-08,Standard Class,MS-17530,MaryBeth Skach,Consumer,San Diego,California,92037,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,4,2015,11,4
2744,CA-2016-140144,2016-06-20,2016-06-25,Second Class,SC-20770,Stewart Carmichael,Corporate,San Francisco,California,94122,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64,5,2016,6,2
2745,CA-2016-140144,2016-06-20,2016-06-25,Second Class,SC-20770,Stewart Carmichael,Corporate,San Francisco,California,94122,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,125.976,5,2016,6,2
2746,CA-2018-163321,2018-08-07,2018-08-11,Second Class,FM-14380,Fred McMath,Consumer,Jacksonville,North Carolina,28540,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,79.992,4,2018,8,3
2747,CA-2015-155887,2015-05-12,2015-05-17,Standard Class,KT-16480,Kean Thornton,Consumer,Franklin,Massachusetts,02038,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056,5,2015,5,2
2748,US-2016-165449,2016-11-22,2016-11-26,Standard Class,AP-10720,Anne Pryor,Home Office,Frisco,Texas,75034,Central,TEC-AC-10004127,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,27.168,4,2016,11,4
2749,CA-2016-110247,2016-12-04,2016-12-08,Standard Class,RH-19555,Ritsa Hightower,Consumer,Tallahassee,Florida,32303,South,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226,4,2016,12,4
2750,US-2015-141257,2015-06-08,2015-06-14,Standard Class,CS-11950,Carlos Soltero,Consumer,Seattle,Washington,98115,West,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552,6,2015,6,2
2751,CA-2015-154669,2015-08-08,2015-08-11,Second Class,TM-21010,Tamara Manning,Consumer,Vacaville,California,95687,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,423.28,3,2015,8,3
2752,CA-2015-158029,2015-05-26,2015-05-30,Standard Class,HF-14995,Herbert Flentye,Consumer,Los Angeles,California,90008,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.296,4,2015,5,2
2753,CA-2016-155306,2016-04-17,2016-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,San Francisco,California,94122,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5.56,4,2016,4,2
2754,CA-2016-155306,2016-04-17,2016-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,San Francisco,California,94122,West,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,4,2016,4,2
2755,CA-2016-155306,2016-04-17,2016-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,San Francisco,California,94122,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96,4,2016,4,2
2756,CA-2016-155306,2016-04-17,2016-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,San Francisco,California,94122,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1447.65,4,2016,4,2
2757,CA-2016-155306,2016-04-17,2016-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,San Francisco,California,94122,West,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,11.96,4,2016,4,2
2758,CA-2017-127775,2017-06-11,2017-06-13,Second Class,ES-14020,Erica Smith,Consumer,New York City,New York,10035,East,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,2,2017,6,2
2759,CA-2017-146171,2017-03-11,2017-03-15,Standard Class,JP-16135,Julie Prescott,Home Office,Columbus,Georgia,31907,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",76.92,4,2017,3,1
2760,CA-2017-146171,2017-03-11,2017-03-15,Standard Class,JP-16135,Julie Prescott,Home Office,Columbus,Georgia,31907,South,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32,4,2017,3,1
2761,CA-2015-129574,2015-05-26,2015-05-29,First Class,Dp-13240,Dean percer,Home Office,Murray,Utah,84107,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,3,2015,5,2
2762,CA-2018-126536,2018-10-12,2018-10-14,First Class,NK-18490,Neil Knudson,Home Office,San Francisco,California,94110,West,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.99,2,2018,10,4
2763,CA-2018-126536,2018-10-12,2018-10-14,First Class,NK-18490,Neil Knudson,Home Office,San Francisco,California,94110,West,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,101.84,2,2018,10,4
2764,CA-2018-165757,2018-06-22,2018-06-28,Standard Class,PL-18925,Paul Lucas,Home Office,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,10.332,6,2018,6,2
2765,CA-2018-165757,2018-06-22,2018-06-28,Standard Class,PL-18925,Paul Lucas,Home Office,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,31.155,6,2018,6,2
2766,CA-2018-165757,2018-06-22,2018-06-28,Standard Class,PL-18925,Paul Lucas,Home Office,Philadelphia,Pennsylvania,19140,East,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.928,6,2018,6,2
2767,CA-2018-167752,2018-01-15,2018-01-18,First Class,RW-19690,Robert Waldorf,Consumer,Philadelphia,Pennsylvania,19134,East,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,34.384,3,2018,1,1
2768,CA-2018-167752,2018-01-15,2018-01-18,First Class,RW-19690,Robert Waldorf,Consumer,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,3,2018,1,1
2769,US-2016-122140,2016-04-02,2016-04-07,Standard Class,MO-17950,Michael Oakman,Consumer,Dallas,Texas,75220,Central,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.192,5,2016,4,2
2770,US-2016-122140,2016-04-02,2016-04-07,Standard Class,MO-17950,Michael Oakman,Consumer,Dallas,Texas,75220,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,50.12,5,2016,4,2
2771,US-2016-122140,2016-04-02,2016-04-07,Standard Class,MO-17950,Michael Oakman,Consumer,Dallas,Texas,75220,Central,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,47.976,5,2016,4,2
2772,CA-2017-163986,2017-09-03,2017-09-10,Standard Class,JJ-15445,Jennifer Jackson,Consumer,Waukesha,Wisconsin,53186,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,54.5,7,2017,9,3
2773,CA-2018-158967,2018-12-10,2018-12-12,First Class,BT-11680,Brian Thompson,Consumer,Fort Lauderdale,Florida,33311,South,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,19.104,2,2018,12,4
2774,CA-2017-131576,2017-11-22,2017-11-26,Standard Class,RD-19585,Rob Dowd,Consumer,Detroit,Michigan,48205,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,49.44,4,2017,11,4
2775,CA-2018-143455,2018-11-11,2018-11-18,Standard Class,ML-17755,Max Ludwig,Home Office,Springfield,Ohio,45503,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,10.368,7,2018,11,4
2776,CA-2017-144729,2017-10-21,2017-10-25,Standard Class,JE-15745,Joel Eaton,Consumer,San Diego,California,92037,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,4,2017,10,4
2777,CA-2016-127019,2016-12-21,2016-12-25,Standard Class,ER-13855,Elpida Rittenbach,Corporate,Colorado Springs,Colorado,80906,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,60.984,4,2016,12,4
2778,CA-2016-138534,2016-07-17,2016-07-19,Second Class,JM-15535,Jessica Myrick,Consumer,Bakersfield,California,93309,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195.466,2,2016,7,3
2779,CA-2018-108322,2018-04-30,2018-05-05,Standard Class,SS-20140,Saphhira Shifley,Corporate,Pompano Beach,Florida,33068,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,23.68,5,2018,4,2
2780,CA-2018-108322,2018-04-30,2018-05-05,Standard Class,SS-20140,Saphhira Shifley,Corporate,Pompano Beach,Florida,33068,South,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.376,5,2018,4,2
2781,CA-2018-167668,2018-05-06,2018-05-08,First Class,TC-21295,Toby Carlisle,Consumer,New York City,New York,10035,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,59.2,2,2018,5,2
2782,CA-2018-146724,2018-11-20,2018-11-27,Standard Class,HG-15025,Hunter Glantz,Consumer,Lakeville,Minnesota,55044,Central,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",22.0,7,2018,11,4
2783,CA-2017-139878,2017-11-11,2017-11-16,Standard Class,LD-17005,Lisa DeCherney,Consumer,Detroit,Michigan,48234,Central,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98,5,2017,11,4
2784,US-2017-106677,2017-11-05,2017-11-10,Standard Class,AS-10285,Alejandro Savely,Corporate,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.988,5,2017,11,4
2785,CA-2017-116974,2017-10-09,2017-10-15,Standard Class,MP-17965,Michael Paige,Corporate,Troy,Ohio,45373,East,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,6,2017,10,4
2786,CA-2016-149972,2016-09-21,2016-09-23,First Class,CD-12790,Cynthia Delaney,Home Office,Los Angeles,California,90036,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,601.536,2,2016,9,3
2787,CA-2016-149972,2016-09-21,2016-09-23,First Class,CD-12790,Cynthia Delaney,Home Office,Los Angeles,California,90036,West,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.9,2,2016,9,3
2788,US-2015-117744,2015-12-02,2015-12-06,Standard Class,MD-17860,Michael Dominguez,Corporate,Corpus Christi,Texas,78415,Central,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,4,2015,12,4
2789,US-2015-117744,2015-12-02,2015-12-06,Standard Class,MD-17860,Michael Dominguez,Corporate,Corpus Christi,Texas,78415,Central,OFF-AR-10000940,Office Supplies,Art,Newell 343,16.464,4,2015,12,4
2790,US-2015-117744,2015-12-02,2015-12-06,Standard Class,MD-17860,Michael Dominguez,Corporate,Corpus Christi,Texas,78415,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,4,2015,12,4
2791,CA-2015-125514,2015-09-21,2015-09-22,First Class,BM-11650,Brian Moss,Corporate,Omaha,Nebraska,68104,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,25.96,1,2015,9,3
2792,CA-2015-125514,2015-09-21,2015-09-22,First Class,BM-11650,Brian Moss,Corporate,Omaha,Nebraska,68104,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,1,2015,9,3
2793,CA-2015-125514,2015-09-21,2015-09-22,First Class,BM-11650,Brian Moss,Corporate,Omaha,Nebraska,68104,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1,2015,9,3
2794,CA-2015-154599,2015-04-12,2015-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,Redondo Beach,California,90278,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,1075.088,5,2015,4,2
2795,CA-2015-154599,2015-04-12,2015-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,Redondo Beach,California,90278,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,438.368,5,2015,4,2
2796,CA-2015-154599,2015-04-12,2015-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,Redondo Beach,California,90278,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,5,2015,4,2
2797,CA-2015-154599,2015-04-12,2015-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,Redondo Beach,California,90278,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499,5,2015,4,2
2798,CA-2018-158743,2018-10-20,2018-10-27,Standard Class,IG-15085,Ivan Gibson,Consumer,Little Rock,Arkansas,72209,South,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",13.36,7,2018,10,4
2799,CA-2018-158743,2018-10-20,2018-10-27,Standard Class,IG-15085,Ivan Gibson,Consumer,Little Rock,Arkansas,72209,South,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,39.96,7,2018,10,4
2800,CA-2018-158743,2018-10-20,2018-10-27,Standard Class,IG-15085,Ivan Gibson,Consumer,Little Rock,Arkansas,72209,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,145.85,7,2018,10,4
2801,CA-2017-153318,2017-10-25,2017-10-28,First Class,JS-15595,Jill Stevenson,Corporate,Miami,Florida,33180,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,783.96,3,2017,10,4
